games,discipline_raw,venue,date,start,end,event_raw,session_code
Paris 2024,Shooting,Chateauroux Shooting Centre*,2024-07-28,09:30:00,13:05:00,10m Air Pistol Men's Finals / 10m Air Pistol Women's Finals,SHO04
Paris 2024,Shooting,Chateauroux Shooting Centre*,2024-07-29,09:15:00,13:05:00,10m Air Pistol Mixed Team Qualification / 10m Air Rifle Women's Finals / 10m Air Rifle Men's Finals,SHO05
Paris 2024,Shooting,Chateauroux Shooting Centre*,2024-07-29,09:00:00,16:00:00,Trap Men's Qualification - Day 1,SHO06
Paris 2024,Shooting,Chateauroux Shooting Centre*,2024-07-30,09:00:00,17:05:00,Trap Men's Qualification Day 2 / Trap Women's Qualification Day 1 / Trap Men's Finals,SHO07
Paris 2024,Shooting,Chateauroux Shooting Centre*,2024-07-30,09:30:00,10:50:00,Air Pistol Mixed Team Finals,SHO08
Paris 2024,Shooting,Chateauroux Shooting Centre*,2024-07-31,09:00:00,10:30:00,50m Rifle 3 Postions Men's Qualification,SHO09
Paris 2024,Shooting,Chateauroux Shooting Centre*,2024-07-31,09:00:00,17:05:00,Trap Women's Qualification Day 2 / Trap Women's Finals,SHO10
Paris 2024,Shooting,Chateauroux Shooting Centre*,2024-08-01,09:30:00,10:50:00,50m Rifle 3 Postions Men's Finals,SHO11
Paris 2024,Shooting,Chateauroux Shooting Centre*,2024-08-01,12:00:00,13:30:00,50m Rifle 3 Positions Women's Qualification,SHO12
Paris 2024,Shooting,Chateauroux Shooting Centre*,2024-08-02,09:00:00,14:30:00,Skeet Men's Qualification Day 1,SHO13
Paris 2024,Shooting,Chateauroux Shooting Centre*,2024-08-02,09:00:00,14:00:00,25m Pistol Women's Qualification,SHO14
Paris 2024,Shooting,Chateauroux Shooting Centre*,2024-08-02,09:30:00,10:50:00,50m Rifle 3 Positions Women's Finals,SHO15
Paris 2024,Shooting,Chateauroux Shooting Centre*,2024-08-03,09:00:00,17:05:00,Skeet Men's Qualification Day 2 / Skeet Women's Qualification Day 1 / Skeet Men's Finals,SHO16
Paris 2024,Shooting,Chateauroux Shooting Centre*,2024-08-03,09:30:00,10:50:00,25m Pistol Womem's Finals,SHO17
Paris 2024,Shooting,Chateauroux Shooting Centre*,2024-08-04,09:00:00,17:00:00,25m Rapid Fire Pistol Men's Qualification,SHO18
Paris 2024,Shooting,Chateauroux Shooting Centre*,2024-08-04,09:30:00,17:05:00,Skeet Women's Qualification Day 2 / Skeet Women's Finals,SHO19
Paris 2024,Shooting,Chateauroux Shooting Centre*,2024-08-05,09:00:00,16:35:00,Skeet Mixed Team Qualification / Skeet Mixed Team Finals,SHO20
Paris 2024,Shooting,Chateauroux Shooting Centre*,2024-08-05,09:30:00,10:50:00,25m Rapid Fire Pistol Men's Finals / * Subject to approval and relevant agreements,SHO21
Paris 2024,Skateboarding,La Concorde 3,2024-07-27,12:00:00,15:30:00,"Street hommes, préliminaires",SKB01
Paris 2024,Skateboarding,La Concorde 3,2024-07-27,17:00:00,19:00:00,"Street hommes, finale",SKB02
Paris 2024,Skateboarding,La Concorde 3,2024-07-28,12:00:00,15:30:00,"Street femmes, préliminaires",SKB03
Paris 2024,Skateboarding,La Concorde 3,2024-07-28,17:00:00,19:00:00,"Street femmes, finale",SKB04
Paris 2024,Skateboarding,La Concorde 4,2024-08-06,12:30:00,16:00:00,"Park femmes, préliminaires",SKB05
Paris 2024,Skateboarding,La Concorde 4,2024-08-06,17:30:00,19:00:00,"Park femmes, finale",SKB06
Paris 2024,Skateboarding,La Concorde 4,2024-08-07,12:30:00,16:00:00,"Park hommes, préliminaires",SKB07
Paris 2024,Skateboarding,La Concorde 4,2024-08-07,17:30:00,19:00:00,"Park hommes, finale",SKB08
Paris 2024,Surfing,Teahupoo,2024-07-27,07:00:00,16:30:00,Men's Round 1 (8 Heats) / Women's Round 1 (8 Heats),SRF01
Paris 2024,Surfing,Teahupoo,2024-07-28,07:00:00,16:30:00,Women's Round 2 (8 Heats) / Men's Round 2 (8 Heats),SRF02
Paris 2024,Surfing,Teahupoo,2024-07-29,07:00:00,16:30:00,Men's Round 3 (8 Heats) / Women's Round 3 (8 Heats),SRF03
Paris 2024,Surfing,Teahupoo,2024-07-30,07:00:00,17:15:00,Men's Quarterfinals / Women's Quarterfinals / Men's Semifinals / Women's Semifinals / Men's Bronze Medal Match / Women's Bronze Medal Match / Men's Gold Medal Match / Women's Gold Medal Match,SRF04
Paris 2024,Artistic Swimming,Aquatics Centre,2024-08-05,19:30:00,21:00:00,Team Technical Routine,SWA01
Paris 2024,Artistic Swimming,Aquatics Centre,2024-08-06,19:30:00,21:00:00,Team Free Routine,SWA02
Paris 2024,Artistic Swimming,Aquatics Centre,2024-08-07,19:30:00,21:15:00,Team Acrobatic Routine,SWA03
Paris 2024,Artistic Swimming,Aquatics Centre,2024-08-09,19:30:00,21:30:00,Duet Technical Routine,SWA04
Paris 2024,Artistic Swimming,Aquatics Centre,2024-08-10,19:30:00,22:00:00,Duet Free Routine,SWA05
Paris 2024,Swimming,Paris La Defense Arena,2024-07-27,11:00:00,13:00:00,Women's 100m Butterfly - Heats / Women's 400m Freestyle - Heats / Men's 100m Breaststroke - Heats / Men's 400m Freestyle - Heats / Women's 4x100m Freestyle Relay - Heats / Men's 4x100m Freestyle Relay - Heats,SWM01
Paris 2024,Swimming,Paris La Defense Arena,2024-07-27,20:30:00,22:30:00,Women's 100m Butterfly - Semifinals / Men's 400m Freestyle - Final / Women's 400m Freestyle - Final / Men's 100m Breaststroke - Semifinals / Women's 4x100m Freestyle Relay - Final / Men's 4x100m Freestyle Relay - Final,SWM02
Paris 2024,Swimming,Paris La Defense Arena,2024-07-28,11:00:00,13:00:00,Men's 200m Freestyle - Heats / Men's 400m Medley - Heats / Women's 100m Breaststroke - Heats / Men's 100m Backstroke - Heats / Women's 200m Freestyle - Heats,SWM03
Paris 2024,Swimming,Paris La Defense Arena,2024-07-28,20:30:00,22:30:00,Men's 400m Medley - Final / Women's 100m Butterfly - Final / Men's 200m Freestyle - Semifinals / Women's 100m Breaststroke - Semifinals / Men's 100m Backstroke - Semifinals / Men's 100m Breaststroke - Final / Women's 200m Freestyle - Semifinals,SWM04
Paris 2024,Swimming,Paris La Defense Arena,2024-07-29,11:00:00,13:00:00,Women's 400m Medley - Heats / Women's 100m Backstroke - Heats / Men's 800m Freestyle - Heats,SWM05
Paris 2024,Swimming,Paris La Defense Arena,2024-07-29,20:30:00,22:30:00,Women's 400m Medley - Final / Men's 200m Freestyle - Final / Women's 100m Backstroke - Semifinals / Men's 100m Backstroke - Final / Women's 100m Breaststroke - Final / Women's 200m Freestyle - Final,SWM06
Paris 2024,Swimming,Paris La Defense Arena,2024-07-30,11:00:00,13:00:00,Men's 200m Butterfly - Heats / Men's 100m Freestyle - Heats / Women's 1500m Freestyle - Heats / Women's 100m Freestyle - Heats / Men's 200m Breaststroke - Heats / Men's 4x200m Freestyle Relay - Heats,SWM07
Paris 2024,Swimming,Paris La Defense Arena,2024-07-30,20:30:00,22:30:00,Men's 100m Freestyle - Semifinals / Men's 200m Butterfly - Semifinals / Women's 100m Backstroke - Final / Men's 800m Freestyle - Final / Women's 100m Freestyle - Semifinals / Men's 200m Breaststroke - Semifinals / Men's 4x200m Freestyle Relay - Final,SWM08
Paris 2024,Swimming,Paris La Defense Arena,2024-07-31,11:00:00,13:00:00,Women's 200m Breaststroke - Heats / Men's 200m Backstroke - Heats / Women's 200m Butterfly - Heats,SWM09
Paris 2024,Swimming,Paris La Defense Arena,2024-07-31,20:30:00,22:30:00,Women's 100m Freestyle - Final / Men's 200m Butterfly - Final / Men's 200m Breaststroke - Final / Women's 1500m Freestyle - Final / Men's 200m Backstroke - Semifinals / Women's 200m Breaststroke - Semifinals / Women's 200m Butterfly - Semifinals / Men's 100m Freestyle - Final,SWM10
Paris 2024,Swimming,Paris La Defense Arena,2024-08-01,11:00:00,13:00:00,Women's 200m Backstroke - Heats / Men's 50m Freestyle - Heats / Men's 200m Medley - Heats / Women's 4x200m Freestyle Relay - Heats,SWM11
Paris 2024,Swimming,Paris La Defense Arena,2024-08-01,20:30:00,22:30:00,Women's 200m Butterfly - Final / Men's 200m Backstroke - Final / Women's 200m Backstroke - Semifinals / Women's 200m Breaststroke - Final / Men's 200m Medley - Semifinals / Men's 50m Freestyle - Semifinals / Women's 4x200m Freestyle Relay - Final,SWM12
Paris 2024,Swimming,Paris La Defense Arena,2024-08-02,11:00:00,13:00:00,Men's 100m Butterfly - Heats / Women's 200m Medley - Heats / Women's 800m Freestyle - Heats / 4x100m Mixed Medley - Heats,SWM13
Paris 2024,Swimming,Paris La Defense Arena,2024-08-02,20:30:00,22:30:00,Men's 50m Freestyle - Final / Women's 200m Backstroke - Final / Men's 200m Medley - Final / Men's 100m Butterfly - Semifinals / Women's 200m Medley - Semifinals,SWM14
Paris 2024,Swimming,Paris La Defense Arena,2024-08-03,11:00:00,13:00:00,Women's 50m Freestyle - Heats / Men's 1500m Freestyle - Heats / Men's 4x100m Medley Relay - Heats / Women's 4x100m Medley Relay - Heats,SWM15
Paris 2024,Swimming,Paris La Defense Arena,2024-08-03,20:30:00,22:30:00,Men's 100m Butterfly - Final / Women's 50m Freestyle - Semifinals / Women's 200m Medley - Final / Women's 800m Freestyle - Final / 4x100m Mixed Medley - Final,SWM16
Paris 2024,Swimming,Paris La Defense Arena,2024-08-04,18:30:00,20:30:00,Women's 50m Freestyle - Final / Men's 1500m Freestyle - Final / Men's 4x100m Medley Relay - Final / Women's 4x100m Medley Relay - Final,SWM17
Paris 2024,Table Tennis,South Paris Arena 4,2024-07-27,15:00:00,18:00:00,Men's & Women's Singles Preliminary Round / Mixed Doubles Round of 16,TTE01
Paris 2024,Table Tennis,South Paris Arena 4,2024-07-27,20:00:00,23:00:00,Men's/Women's Singles Round 1,TTE02
Paris 2024,Table Tennis,South Paris Arena 4,2024-07-28,10:00:00,14:00:00,Men's/Women's Singles Round 1,TTE03
Paris 2024,Table Tennis,South Paris Arena 4,2024-07-28,16:00:00,18:00:00,Mixed Doubles QF Match 1 - 4,TTE04
Paris 2024,Table Tennis,South Paris Arena 4,2024-07-28,20:00:00,23:00:00,Men's/Women's Singles Round 1,TTE05
Paris 2024,Table Tennis,South Paris Arena 4,2024-07-29,10:00:00,14:00:00,Men's/Women's Singles Round 1,TTE06
Paris 2024,Table Tennis,South Paris Arena 4,2024-07-29,16:00:00,18:00:00,Mixed Doubles SF Match 1,TTE07
Paris 2024,Table Tennis,South Paris Arena 4,2024-07-29,20:00:00,23:00:00,Men's/Women's Singles Round 2,TTE08
Paris 2024,Table Tennis,South Paris Arena 4,2024-07-30,10:00:00,12:00:00,Men's/Women's Singles Round 2,TTE09
Paris 2024,Table Tennis,South Paris Arena 4,2024-07-30,13:30:00,16:00:00,Mixed Doubles Bronze Medal / Mixed Doubles Final,TTE10
Paris 2024,Table Tennis,South Paris Arena 4,2024-07-31,10:00:00,13:00:00,Men's/Women's Singles Round 2,TTE11
Paris 2024,Table Tennis,South Paris Arena 4,2024-07-31,15:00:00,18:00:00,Men's/Women's Singles Round 3,TTE12
Paris 2024,Table Tennis,South Paris Arena 4,2024-07-31,20:00:00,23:00:00,Men's/Women's Singles Round 3,TTE13
Paris 2024,Table Tennis,South Paris Arena 4,2024-08-01,10:00:00,13:00:00,Women's Singles QF Match 1 / Men's Singles QF Match 1,TTE14
Paris 2024,Table Tennis,South Paris Arena 4,2024-08-01,15:00:00,18:00:00,Women's Singles QF Match 3 / Men's Singles QF Match 2,TTE15
Paris 2024,Table Tennis,South Paris Arena 4,2024-08-01,20:00:00,22:00:00,Women's Singles QF Match 4 / Men's Singles QF Match 4,TTE16
Paris 2024,Table Tennis,South Paris Arena 4,2024-08-02,10:00:00,12:00:00,Women's Singles SF Match 1 / Men's Singles SF Match 1,TTE17
Paris 2024,Table Tennis,South Paris Arena 4,2024-08-02,13:30:00,15:30:00,Women's Singles SF Match 2 / Men's Singles SF Match 2,TTE18
Paris 2024,Table Tennis,South Paris Arena 4,2024-08-03,13:30:00,16:00:00,Women's Singles Bronze Medal / Women's Singles Final,TTE19
Paris 2024,Table Tennis,South Paris Arena 4,2024-08-04,13:30:00,16:00:00,Men's Singles Bronze Medal / Men's Singles Final,TTE20
Paris 2024,Table Tennis,South Paris Arena 4,2024-08-05,10:00:00,13:00:00,Men's/Women's Team rd of 16 Match 1-2,TTE21
Paris 2024,Table Tennis,South Paris Arena 4,2024-08-05,15:00:00,18:00:00,Men's/Women's Team rd of 16 Match 3-4,TTE22
Paris 2024,Table Tennis,South Paris Arena 4,2024-08-05,20:00:00,23:00:00,Men's/Women's Team rd of 16 Match 5-6,TTE23
Paris 2024,Table Tennis,South Paris Arena 4,2024-08-06,10:00:00,13:00:00,Men's/Women's Team rd of 16 Match 7-8,TTE24
Paris 2024,Table Tennis,South Paris Arena 4,2024-08-06,15:00:00,18:00:00,Men's/Women's Team QF Match 1,TTE25
Paris 2024,Table Tennis,South Paris Arena 4,2024-08-06,20:00:00,23:00:00,Men's/Women's Team QF Match 2,TTE26
Paris 2024,Table Tennis,South Paris Arena 4,2024-08-07,10:00:00,13:00:00,Men's/Women's Team QF Match 3,TTE27
Paris 2024,Table Tennis,South Paris Arena 4,2024-08-07,15:00:00,18:00:00,Men's/Women's Team QF Match 4,TTE28
Paris 2024,Table Tennis,South Paris Arena 4,2024-08-07,20:00:00,23:00:00,Men's Team SF Match 1,TTE29
Paris 2024,Table Tennis,South Paris Arena 4,2024-08-08,10:00:00,13:00:00,Men's Team SF Match 2,TTE30
Paris 2024,Table Tennis,South Paris Arena 4,2024-08-08,15:00:00,18:00:00,Women's Team SF Match 1,TTE31
Paris 2024,Table Tennis,South Paris Arena 4,2024-08-08,20:00:00,23:00:00,Women's Team SF Match 2,TTE32
Paris 2024,Table Tennis,South Paris Arena 4,2024-08-09,10:00:00,13:00:00,Men's Team Bronze Medal,TTE33
Paris 2024,Table Tennis,South Paris Arena 4,2024-08-09,15:00:00,18:30:00,Men's Team Final,TTE34
Paris 2024,Table Tennis,South Paris Arena 4,2024-08-10,10:00:00,13:00:00,Women's Team Bronze Medal,TTE35
Paris 2024,Table Tennis,South Paris Arena 4,2024-08-10,15:00:00,18:30:00,Women's Team Final,TTE36
Paris 2024,Taekwondo,Grand Palais,2024-08-07,09:00:00,12:30:00,Women -49kg / Men -58kg Qualification Contests,TKW01
Paris 2024,Taekwondo,Grand Palais,2024-08-07,14:30:00,17:30:00,Women -49kg / Men -58kg Quaterfinals & Semifinals,TKW02
Paris 2024,Taekwondo,Grand Palais,2024-08-07,19:30:00,23:00:00,Women -49kg / Men -58kg Repechages / Women -49kg / Men -58kg Bronze medals Contests / Women -49kg Gold Medal Contest / Men -58kg Gold Medal Contest,TKW03
Paris 2024,Taekwondo,Grand Palais,2024-08-08,09:00:00,12:30:00,Men -68kg / Women -57kg Qualification Contests,TKW04
Paris 2024,Taekwondo,Grand Palais,2024-08-08,14:30:00,17:30:00,Men -68kg / Women -57kg Quaterfinals & Semifinals,TKW05
Paris 2024,Taekwondo,Grand Palais,2024-08-08,19:30:00,23:00:00,Men -68kg / Women -57kg Repechages / Men -68kg / Women -57kg Bronze medals Contests / Men -68kg Gold Medal Contest / Women -57kg Gold Medal Contest,TKW06
Paris 2024,Taekwondo,Grand Palais,2024-08-09,09:00:00,12:30:00,Women -67kg / Men -80kg Qualification Contests,TKW07
Paris 2024,Taekwondo,Grand Palais,2024-08-09,14:30:00,17:30:00,Women -67kg / Men -80kg Quaterfinals & Semifinals,TKW08
Paris 2024,Taekwondo,Grand Palais,2024-08-09,19:30:00,23:00:00,Women -67kg / Men -80kg Repechages / Women -67kg / Men -80kg Bronze medals Contests / Women -67kg Gold Medal Contest / Men -80kg Gold Medal Contest,TKW09
Paris 2024,Taekwondo,Grand Palais,2024-08-10,09:00:00,12:30:00,Men +80kg / Women +67kg Qualification Contests,TKW10
Paris 2024,Taekwondo,Grand Palais,2024-08-10,14:30:00,17:30:00,Men +80kg / Women +67kg Quaterfinals & Semifinals,TKW11
Paris 2024,Taekwondo,Grand Palais,2024-08-10,19:30:00,23:00:00,Men +80kg / Women +67kg Repechages / Men +80kg / Women +67kg Bronze medals Contests / Men +80kg Gold Medal Contest / Women +67kg Gold Medal Contest,TKW12
Paris 2024,Tennis,Roland-Garros Stadium - Ph.Chatrier,2024-07-27,12:00:00,17:00:00,Men's Singles First Round/Women's Singles First Round,TEN01
Paris 2024,Tennis,Roland-Garros Stadium - S. Lenglen,2024-07-27,12:00:00,19:00:00,Men's Singles First Round/Women's Singles First Round/Men's Doubles First Round/Women's Doubles First Round,TEN02
Paris 2024,Tennis,Roland-Garros Stadium - S.Mathieu,2024-07-27,12:00:00,19:00:00,Men's Singles First Round/Women's Singles First Round/Men's Doubles First Round/Women's Doubles First Round,TEN03
Paris 2024,Tennis,Roland-Garros Stadium - Outside courts,2024-07-27,12:00:00,19:00:00,Men's Singles First Round/Women's Singles First Round/Men's Doubles First Round/Women's Doubles First Round,TEN04
Paris 2024,Tennis,Roland-Garros Stadium - Ph. Chatrier,2024-07-27,19:00:00,23:00:00,Men's Singles First Round/Women's Singles First Round,TEN05
Paris 2024,Tennis,Roland-Garros Stadium - Ph. Chatrier,2024-07-28,12:00:00,17:00:00,Men's Singles First Round/Women's Singles First Round,TEN06
Paris 2024,Tennis,Roland-Garros Stadium - S. Lenglen,2024-07-28,12:00:00,19:00:00,Men's Singles First Round/Women's Singles First Round/Men's Doubles First Round/Women's Doubles First Round,TEN07
Paris 2024,Tennis,Roland-Garros Stadium - S.Mathieu,2024-07-28,12:00:00,19:00:00,Men's Singles First Round/Women's Singles First Round/Men's Doubles First Round/Women's Doubles First Round,TEN08
Paris 2024,Tennis,Roland-Garros Stadium - Outside courts,2024-07-28,12:00:00,19:00:00,Men's Singles First Round/Women's Singles First Round/Men's Doubles First Round/Women's Doubles First Round,TEN09
Paris 2024,Tennis,Roland-Garros Stadium - Ph. Chatrier,2024-07-28,19:00:00,23:00:00,Men's Singles First Round/Women's Singles First Round,TEN10
Paris 2024,Tennis,Roland-Garros Stadium - Ph. Chatrier,2024-07-29,12:00:00,17:00:00,Men's Singles Second Round/Women's Singles Second Round,TEN11
Paris 2024,Tennis,Roland-Garros Stadium - S. Lenglen,2024-07-29,12:00:00,19:00:00,Men's Singles Second Round/Women's Singles Second Round/Men's Doubles Second Round/Women's Doubles Second Round/Mixed Doubles First Round,TEN12
Paris 2024,Tennis,Roland-Garros Stadium - S.Mathieu,2024-07-29,12:00:00,19:00:00,Men's Singles Second Round/Women's Singles Second Round/Men's Doubles Second Round/Women's Doubles Second Round/Mixed Doubles First Round,TEN13
Paris 2024,Tennis,Roland-Garros Stadium - Outside courts,2024-07-29,12:00:00,19:00:00,Men's Singles Second Round/Women's Singles Second Round/Men's Doubles Second Round/Women's Doubles Second Round/Mixed Doubles First Round,TEN14
Paris 2024,Tennis,Roland-Garros Stadium - Ph. Chatrier,2024-07-29,19:00:00,23:00:00,Men's Singles Second Round/Women's Singles Second Round,TEN15
Paris 2024,Tennis,Roland-Garros Stadium - Ph. Chatrier,2024-07-30,12:00:00,17:00:00,Men's Singles Second Round/Women's Singles Third Round,TEN16
Paris 2024,Tennis,Roland-Garros Stadium - S. Lenglen,2024-07-30,12:00:00,19:00:00,Men's Singles Second Round/Women's Singles Third Round/Men's Doubles Third Round/Women's Doubles Second Round/Mixed Doubles First Round,TEN17
Paris 2024,Tennis,Roland-Garros Stadium - S.Mathieu,2024-07-30,12:00:00,19:00:00,Men's Singles Second Round/Women's Singles Third Round/Men's Doubles Third Round/Women's Doubles Second Round/Mixed Doubles First Round,TEN18
Paris 2024,Tennis,Roland-Garros Stadium - Outside courts,2024-07-30,12:00:00,19:00:00,Men's Singles Second Round/Women's Singles Third Round/Men's Doubles Third Round/Women's Doubles Second Round/Mixed Doubles First Round,TEN19
Paris 2024,Tennis,Roland-Garros Stadium - Ph. Chatrier,2024-07-30,19:00:00,23:00:00,Men's Singles Second Round/Women's Singles Third Round,TEN20
Paris 2024,Tennis,Roland-Garros Stadium - Ph. Chatrier,2024-07-31,12:00:00,17:00:00,Men's Singles Third Round/Women's Singles Quarterfinals,TEN21
Paris 2024,Tennis,Roland-Garros Stadium - S. Lenglen,2024-07-31,12:00:00,19:00:00,Men's Singles Third Round/Women's Singles Quarterfinals/Men's Doubles Semifinalss/Women's Doubles Quarterfinals/Mixed Doubles Quarterfinals,TEN22
Paris 2024,Tennis,Roland-Garros Stadium - S.Mathieu,2024-07-31,12:00:00,19:00:00,Men's Singles Third Round/Men's Doubles Semifinalss/Women's Doubles Quarterfinals/Mixed Doubles Quarterfinals,TEN23
Paris 2024,Tennis,Roland-Garros Stadium - Outside courts,2024-07-31,12:00:00,19:00:00,Men's Singles Third Round/Women's Doubles Quarterfinals/Mixed Doubles Quarterfinals,TEN24
Paris 2024,Tennis,Roland-Garros Stadium - Ph. Chatrier,2024-07-31,19:00:00,23:00:00,Men's Singles Third Round/Women's Singles Quarterfinals,TEN25
Paris 2024,Tennis,Roland-Garros Stadium - Ph. Chatrier,2024-08-01,12:00:00,17:00:00,Men's Singles Quarterfinals/Women's Singles Semifinals,TEN26
Paris 2024,Tennis,Roland-Garros Stadium - S. Lenglen,2024-08-01,12:00:00,19:00:00,Men's Singles Quarterfinals/Women's Doubles Semifinalss/Mixed Doubles Semifinals,TEN27
Paris 2024,Tennis,Roland-Garros Stadium - S.Mathieu,2024-08-01,12:00:00,19:00:00,Women's Doubles Semifinalss/Mixed Doubles Semifinals,TEN28
Paris 2024,Tennis,Roland-Garros Stadium - Ph. Chatrier,2024-08-01,19:00:00,23:00:00,Men's Singles Quarterfinals/Women's Singles Semifinals,TEN29
Paris 2024,Tennis,Roland-Garros Stadium - Ph. Chatrier,2024-08-02,12:00:00,17:00:00,Men's Singles Semifinals/Women's Singles Bronze Medal Match,TEN30
