games,discipline_raw,venue,date,start,end,event_raw,session_code
Paris 2024,Football,Parc des Princes,2024-08-09,18:00:00,21:30:00,Men's Gold Medal Match - V29vsV30 / Match N°32,FBL57
Paris 2024,Football,Parc des Princes,2024-08-10,17:00:00,20:30:00,Women's Gold Medal Match - V23vsV24 / Match N°26,FBL58
Paris 2024,Artistic Gymnastics,Bercy Arena,2024-07-27,11:00:00,13:30:00,Men's Qualification,GAR01
Paris 2024,Artistic Gymnastics,Bercy Arena,2024-07-27,15:30:00,18:00:00,Men's Qualification,GAR02
Paris 2024,Artistic Gymnastics,Bercy Arena,2024-07-27,20:00:00,22:30:00,Men's Qualification,GAR03
Paris 2024,Artistic Gymnastics,Bercy Arena,2024-07-28,09:30:00,13:20:00,Women's Qualification,GAR04
Paris 2024,Artistic Gymnastics,Bercy Arena,2024-07-28,14:50:00,16:30:00,Women's Qualification,GAR05
Paris 2024,Artistic Gymnastics,Bercy Arena,2024-07-28,18:00:00,19:40:00,Women's Qualification,GAR06
Paris 2024,Artistic Gymnastics,Bercy Arena,2024-07-28,21:10:00,22:50:00,Women's Qualification,GAR07
Paris 2024,Artistic Gymnastics,Bercy Arena,2024-07-29,17:30:00,20:30:00,Men's Team Final,GAR08
Paris 2024,Artistic Gymnastics,Bercy Arena,2024-07-30,18:15:00,20:30:00,Women's Team Final,GAR09
Paris 2024,Artistic Gymnastics,Bercy Arena,2024-07-31,17:30:00,20:15:00,Men's All-Around Final,GAR10
Paris 2024,Artistic Gymnastics,Bercy Arena,2024-08-01,18:15:00,20:25:00,Women's All-Around Final,GAR11
Paris 2024,Artistic Gymnastics,Bercy Arena,2024-08-03,15:30:00,18:00:00,Women's/Men's Apparatus Final,GAR12
Paris 2024,Artistic Gymnastics,Bercy Arena,2024-08-04,15:00:00,17:25:00,Women's/Men's Apparatus Finals,GAR13
Paris 2024,Artistic Gymnastics,Bercy Arena,2024-08-05,12:00:00,15:15:00,Women's/Men's Apparatus Finals,GAR14
Paris 2024,Golf,Golf National,2024-08-01,09:00:00,18:00:00,Men's Individual Stroke Play round 1,GLF01
Paris 2024,Golf,Golf National,2024-08-02,09:00:00,18:00:00,Men's Individual Stroke Play round 2,GLF02
Paris 2024,Golf,Golf National,2024-08-03,09:00:00,18:00:00,Men's Individual Stroke Play round 3,GLF03
Paris 2024,Golf,Golf National,2024-08-04,09:00:00,18:30:00,Men's Individual Stroke Play round 4,GLF04
Paris 2024,Golf,Golf National,2024-08-07,09:00:00,18:00:00,Women's Individual Stroke Play round 1,GLF05
Paris 2024,Golf,Golf National,2024-08-08,09:00:00,18:00:00,Women's Individual Stroke Play round 2,GLF06
Paris 2024,Golf,Golf National,2024-08-09,09:00:00,18:00:00,Women's Individual Stroke Play round 3,GLF07
Paris 2024,Golf,Golf National,2024-08-10,09:00:00,18:30:00,Women's Individual Stroke Play round 4,GLF08
Paris 2024,Rhythmic Gymnastics,Arena Porte de la Chapelle,2024-08-08,10:00:00,13:00:00,Individual All-Around Qualification - Part 1 of 2,GRY01
Paris 2024,Rhythmic Gymnastics,Arena Porte de la Chapelle,2024-08-08,15:00:00,18:00:00,Individual All-Around Qualification - Part 2 of 2,GRY02
Paris 2024,Rhythmic Gymnastics,Arena Porte de la Chapelle,2024-08-09,10:00:00,12:30:00,Group All-Around Qualification,GRY03
Paris 2024,Rhythmic Gymnastics,Arena Porte de la Chapelle,2024-08-09,14:30:00,17:00:00,Individual All-Around Final,GRY04
Paris 2024,Rhythmic Gymnastics,Arena Porte de la Chapelle,2024-08-10,14:00:00,15:45:00,Group All-Around Final,GRY05
Paris 2024,Trampoline Gymnastics,Bercy Arena,2024-08-02,12:00:00,14:30:00,Women's Qualification / Women's Final,GTR01
Paris 2024,Trampoline Gymnastics,Bercy Arena,2024-08-02,18:00:00,20:30:00,Men's Qualification / Men's Final,GTR02
Paris 2024,Handball,South Paris Arena 6,2024-07-25,09:00:00,12:30:00,Women's Preliminary Round (2 matches),HBL01
Paris 2024,Handball,South Paris Arena 6,2024-07-25,14:00:00,17:30:00,Women's Preliminary Round (2 matches),HBL02
Paris 2024,Handball,South Paris Arena 6,2024-07-25,19:00:00,22:30:00,Women's Preliminary Round (2 matches),HBL03
Paris 2024,Handball,South Paris Arena 6,2024-07-27,09:00:00,12:30:00,Men's Preliminary Round (2 matches),HBL04
Paris 2024,Handball,South Paris Arena 6,2024-07-27,14:00:00,17:30:00,Men's Preliminary Round (2 matches),HBL05
Paris 2024,Handball,South Paris Arena 6,2024-07-27,19:00:00,22:30:00,Men's Preliminary Round (2 matches),HBL06
Paris 2024,Handball,South Paris Arena 6,2024-07-28,09:00:00,12:30:00,Women's Preliminary Round (2 matches),HBL07
Paris 2024,Handball,South Paris Arena 6,2024-07-28,14:00:00,17:30:00,Women's Preliminary Round (2 matches),HBL08
Paris 2024,Handball,South Paris Arena 6,2024-07-28,19:00:00,22:30:00,Women's Preliminary Round (2 matches),HBL09
Paris 2024,Handball,South Paris Arena 6,2024-07-29,09:00:00,12:30:00,Men's Preliminary Round (2 matches),HBL10
Paris 2024,Handball,South Paris Arena 6,2024-07-29,14:00:00,17:30:00,Men's Preliminary Round (2 matches),HBL11
Paris 2024,Handball,South Paris Arena 6,2024-07-29,19:00:00,22:30:00,Men's Preliminary Round (2 matches),HBL12
Paris 2024,Handball,South Paris Arena 6,2024-07-30,09:00:00,12:30:00,Women's Preliminary Round (2 matches),HBL13
Paris 2024,Handball,South Paris Arena 6,2024-07-30,14:00:00,17:30:00,Women's Preliminary Round (2 matches),HBL14
Paris 2024,Handball,South Paris Arena 6,2024-07-30,19:00:00,22:30:00,Women's Preliminary Round (2 matches),HBL15
Paris 2024,Handball,South Paris Arena 6,2024-07-31,09:00:00,12:30:00,Men's Preliminary Round (2 matches),HBL16
Paris 2024,Handball,South Paris Arena 6,2024-07-31,14:00:00,17:30:00,Men's Preliminary Round (2 matches),HBL17
Paris 2024,Handball,South Paris Arena 6,2024-07-31,19:00:00,22:30:00,Men's Preliminary Round (2 matches),HBL18
Paris 2024,Handball,South Paris Arena 6,2024-08-01,09:00:00,12:30:00,Women's Preliminary Round (2 matches),HBL19
Paris 2024,Handball,South Paris Arena 6,2024-08-01,14:00:00,17:30:00,Women's Preliminary Round (2 matches),HBL20
Paris 2024,Handball,South Paris Arena 6,2024-08-01,19:00:00,22:30:00,Women's Preliminary Round (2 matches),HBL21
Paris 2024,Handball,South Paris Arena 6,2024-08-02,09:00:00,12:30:00,Men's Preliminary Round (2 matches),HBL22
Paris 2024,Handball,South Paris Arena 6,2024-08-02,14:00:00,17:30:00,Men's Preliminary Round (2 matches),HBL23
Paris 2024,Handball,South Paris Arena 6,2024-08-02,19:00:00,22:30:00,Men's Preliminary Round (2 matches),HBL24
Paris 2024,Handball,South Paris Arena 6,2024-08-03,09:00:00,12:30:00,Women's Preliminary Round (2 matches),HBL25
Paris 2024,Handball,South Paris Arena 6,2024-08-03,14:00:00,17:30:00,Women's Preliminary Round (2 matches),HBL26
Paris 2024,Handball,South Paris Arena 6,2024-08-03,19:00:00,22:30:00,Women's Preliminary Round (2 matches),HBL27
Paris 2024,Handball,South Paris Arena 6,2024-08-04,09:00:00,12:30:00,Men's Preliminary Round (2 matches),HBL28
Paris 2024,Handball,South Paris Arena 6,2024-08-04,14:00:00,17:30:00,Men's Preliminary Round (2 matches),HBL29
Paris 2024,Handball,South Paris Arena 6,2024-08-04,19:00:00,22:30:00,Men's Preliminary Round (2 matches),HBL30
Paris 2024,Handball,Pierre Mauroy Stadium,2024-08-06,09:30:00,11:30:00,Women's Quarterfinal,HBL31
Paris 2024,Handball,Pierre Mauroy Stadium,2024-08-06,13:30:00,15:30:00,Women's Quarterfinal,HBL32
Paris 2024,Handball,Pierre Mauroy Stadium,2024-08-06,17:30:00,19:30:00,Women's Quarterfinal,HBL33
Paris 2024,Handball,Pierre Mauroy Stadium,2024-08-06,21:30:00,23:30:00,Women's Quarterfinal,HBL34
Paris 2024,Handball,Pierre Mauroy Stadium,2024-08-07,09:30:00,11:30:00,Men's Quarterfinal,HBL35
Paris 2024,Handball,Pierre Mauroy Stadium,2024-08-07,13:30:00,15:30:00,Men's Quarterfinal,HBL36
Paris 2024,Handball,Pierre Mauroy Stadium,2024-08-07,17:30:00,19:30:00,Men's Quarterfinal,HBL37
Paris 2024,Handball,Pierre Mauroy Stadium,2024-08-07,21:30:00,23:30:00,Men's Quarterfinal,HBL38
Paris 2024,Handball,Pierre Mauroy Stadium,2024-08-08,16:30:00,18:30:00,Women's Semifinal,HBL39
Paris 2024,Handball,Pierre Mauroy Stadium,2024-08-08,21:30:00,23:30:00,Women's Semifinal,HBL40
Paris 2024,Handball,Pierre Mauroy Stadium,2024-08-09,16:30:00,18:30:00,Men's Semifinal,HBL41
Paris 2024,Handball,Pierre Mauroy Stadium,2024-08-09,21:30:00,23:30:00,Men's Semifinal,HBL42
Paris 2024,Handball,Pierre Mauroy Stadium,2024-08-10,10:00:00,12:00:00,Women's Bronze Medal Match,HBL43
Paris 2024,Handball,Pierre Mauroy Stadium,2024-08-10,15:00:00,17:30:00,Women's Gold Medal Match,HBL44
Paris 2024,Handball,Pierre Mauroy Stadium,2024-08-11,09:00:00,11:00:00,Men's Bronze Medal Match,HBL45
Paris 2024,Handball,Pierre Mauroy Stadium,2024-08-11,13:30:00,16:00:00,Men's Gold Medal Match,HBL46
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 1,2024-07-27,10:00:00,15:00:00,Men's Pool Matches (2 matches),HOC01
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 2,2024-07-27,10:30:00,15:30:00,Men's Pool Matches (2 matches),HOC02
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 1,2024-07-27,17:00:00,22:00:00,Men's Pool Match / Women's Pool Match,HOC03
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 2,2024-07-27,17:30:00,22:30:00,Men's Pool Match / Women's Pool Match,HOC04
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 1,2024-07-28,10:00:00,15:00:00,Women's Pool Matches (2 matches),HOC05
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 2,2024-07-28,10:30:00,15:30:00,Women's Pool Matches (2 matches),HOC06
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 1,2024-07-28,17:00:00,22:00:00,Men's Pool Matches (2 matches),HOC07
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 2,2024-07-28,17:30:00,22:30:00,Men's Pool Matches (2 matches),HOC08
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 1,2024-07-29,10:00:00,15:00:00,Men's Pool Matches (2 matches),HOC09
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 2,2024-07-29,10:30:00,15:30:00,Women's Pool Matches (2 matches),HOC10
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 1,2024-07-29,17:00:00,22:00:00,Women's Pool Matches (2 matches),HOC11
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 2,2024-07-29,17:30:00,22:30:00,Women's Pool Matches (2 matches),HOC12
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 1,2024-07-30,10:00:00,15:00:00,Men's Pool Matches (2 matches),HOC13
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 2,2024-07-30,10:30:00,15:30:00,Men's Pool Matches (2 matches),HOC14
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 1,2024-07-30,17:00:00,22:00:00,Men's Pool Matches (2 matches),HOC15
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 1,2024-07-31,10:00:00,15:00:00,Women's Pool Matches (2 matches),HOC16
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 2,2024-07-31,10:30:00,15:30:00,Women's Pool Matches (2 matches),HOC17
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 1,2024-07-31,17:00:00,22:00:00,Men's Pool Match / Women's Pool Match,HOC18
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 2,2024-07-31,17:30:00,22:30:00,Men's Pool Match / Women's Pool Match,HOC19
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 1,2024-08-01,10:00:00,15:00:00,Men's Pool Matches (2 matches),HOC20
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 2,2024-08-01,10:30:00,15:30:00,Men's Pool Matches (2 matches),HOC21
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 1,2024-08-01,17:00:00,22:00:00,Women's Pool Matches (2 matches),HOC22
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 2,2024-08-01,17:30:00,22:30:00,Women's Pool Matches (2 matches),HOC23
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 1,2024-08-02,10:00:00,15:00:00,Women's Pool Matches (2 matches),HOC24
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 2,2024-08-02,10:30:00,15:30:00,Men's Pool Matches (2 matches),HOC25
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 1,2024-08-02,17:00:00,22:00:00,Men's Pool Matches (2 matches),HOC26
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 2,2024-08-02,17:30:00,22:30:00,Men's Pool Matches (2 matches),HOC27
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 1,2024-08-03,10:00:00,15:00:00,Women's Pool Matches (2 matches),HOC28
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 2,2024-08-03,10:30:00,15:30:00,Women's Pool Matches (2 matches),HOC29
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 1,2024-08-03,17:00:00,22:00:00,Women's Pool Matches (2 matches),HOC30
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 1,2024-08-04,10:00:00,15:00:00,Men's Quarter-finals (2 matches),HOC31
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 1,2024-08-04,17:30:00,22:30:00,Men's Quarter-finals (2 matches),HOC32
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 1,2024-08-05,10:00:00,15:00:00,Women's Quarter-finals (2 matches),HOC33
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 1,2024-08-05,17:30:00,22:30:00,Women's Quarter-finals (2 matches),HOC34
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 1,2024-08-06,14:00:00,16:00:00,Men's Semi-final,HOC35
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 1,2024-08-06,19:00:00,21:00:00,Men's Semi-final,HOC36
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 1,2024-08-07,14:00:00,16:00:00,Women's Semi-final,HOC37
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 1,2024-08-07,19:00:00,21:00:00,Women's Semi-final,HOC38
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 1,2024-08-08,14:00:00,16:00:00,Men's Bronze Medal Match,HOC39
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 1,2024-08-08,19:00:00,21:30:00,Men's Gold Medal Match,HOC40
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 1,2024-08-09,14:00:00,16:00:00,Women's Bronze Medal Match,HOC41
Paris 2024,Hockey,Yves-du-Manoir Stadium - Pitch 1,2024-08-09,20:00:00,22:30:00,Women's Gold Medal Match,HOC42
Paris 2024,Judo,Champ de Mars Arena,2024-07-27,10:00:00,14:00:00,Women's -48 kg Elimination Round / Men's -60 kg Elimination Round,JUD01
Paris 2024,Judo,Champ de Mars Arena,2024-07-27,16:00:00,19:00:00,Women's -48 kg Repechage contest / Women's -48 kg Semifinals / Men's -60 kg Repechage contest / Men's -60 kg Semifinals / Women's -48 kg Contests for Bronze medals / Women's -48 kg Final / Men's -60 kg Contests for Bronze medals / Men's -60 kg Final,JUD02
Paris 2024,Judo,Champ de Mars Arena,2024-07-28,10:00:00,14:00:00,Women's -52 kg Elimination Round / Men's -66 kg Elimination Round,JUD03
Paris 2024,Judo,Champ de Mars Arena,2024-07-28,16:00:00,19:00:00,Men's -66 kg Repechage contest / Men's -66 kg Semifinals / Women's -52 kg Repechage contest / Women's -52 kg Semifinals / Men's -66 kg Contests for Bronze medals / Men's -66 kg Final / Women's -52 kg Contests for Bronze medals / Women's -52 kg Final,JUD04
Paris 2024,Judo,Champ de Mars Arena,2024-07-29,10:00:00,14:00:00,Women's -57 kg Elimination Round / Men's -73 kg Elimination Round,JUD05
Paris 2024,Judo,Champ de Mars Arena,2024-07-29,16:00:00,19:00:00,Women's -57 kg Repechage contest / Women's -57 kg Semifinals / Men's -73 kg Repechage contest / Men's -73 kg Semifinals / Women's -57 kg Contests for Bronze medals / Women's -57 kg Final / Men's -73 kg Contests for Bronze medals / Men's -73 kg Final,JUD06
Paris 2024,Judo,Champ de Mars Arena,2024-07-30,10:00:00,14:00:00,Women's -63 kg Elimination Round / Men's -81 kg Elimination Round,JUD07
Paris 2024,Judo,Champ de Mars Arena,2024-07-30,16:00:00,19:00:00,Men's -81 kg Repechage contest / Men's -81 kg Semifinals / Women's -63 kg Repechage contest / Women's -63 kg Semifinals / Men's -81 kg Contests for Bronze medals / Men's -81 kg Final / Women's -63 kg Contests for Bronze medals / Women's -63 kg Final,JUD08
Paris 2024,Judo,Champ de Mars Arena,2024-07-31,10:00:00,14:00:00,Women's -70 kg Elimination Round / Men's -90 kg Elimination Round,JUD09
Paris 2024,Judo,Champ de Mars Arena,2024-07-31,16:00:00,19:00:00,Women's -70 kg Repechage contest / Women's -70 kg Semifinals / Men's -90 kg Repechage contest / Men's -90 kg Semifinals / Women's -70 kg Contests for Bronze medals / Women's -70 kg Final / Men's -90 kg Contests for Bronze medals / Men's -90 kg Final,JUD10
Paris 2024,Judo,Champ de Mars Arena,2024-08-01,10:00:00,14:00:00,Women's -78 kg Elimination Round / Men's -100 kg Elimination Round,JUD11
Paris 2024,Judo,Champ de Mars Arena,2024-08-01,16:00:00,19:00:00,Men's -100 kg Repechage contest / Men's -100 kg Semifinals / Women's -78 kg Repechage contest / Women's -78 kg Semifinals / Men's -100 kg Contests for Bronze medals / Men's -100 kg Final / Women's -78 kg Contests for Bronze medals / Women's -78 kg Final,JUD12
Paris 2024,Judo,Champ de Mars Arena,2024-08-02,10:00:00,14:00:00,Women's +78 kg Elimination Round / Men's +100 kg Elimination Round,JUD13
Paris 2024,Judo,Champ de Mars Arena,2024-08-02,16:00:00,19:00:00,Women's +78 kg Repechage contest / Women's +78 kg Semifinals / Men's +100 kg Repechage contest / Men's +100 kg Semifinals / Women's +78 kg Contests for Bronze medals / Women's +78 kg Final / Men's +100 kg Contests for Bronze medals / Men's +100 kg Final,JUD14
Paris 2024,Judo,Champ de Mars Arena,2024-08-03,08:00:00,14:00:00,Mixed Team Elimination Round + repechage + Semifinals,JUD15
Paris 2024,Judo,Champ de Mars Arena,2024-08-03,16:00:00,19:00:00,Mixed Team Contests for Bronze medals / Mixed Team Final,JUD16
Paris 2024,Modern Pentathlon,North Paris Arena,2024-08-08,11:00:00,17:30:00,Fencing Ranking Round (Men) / Fencing Ranking Round (Women),MPN01
Paris 2024,Modern Pentathlon,Château de Versailles,2024-08-09,13:00:00,19:00:00,Men's Semi-finals,MPN02
Paris 2024,Modern Pentathlon,Château de Versailles,2024-08-10,09:30:00,15:30:00,Women's Semi-finals,MPN03
Paris 2024,Modern Pentathlon,Château de Versailles,2024-08-10,17:30:00,20:00:00,Men's Final,MPN04
Paris 2024,Modern Pentathlon,Château de Versailles,2024-08-11,11:00:00,13:30:00,Women's Final,MPN05
Paris 2024,Mountain Bike,Elancourt Hill,2024-07-28,14:00:00,16:30:00,Women's Cross-country,MTB01
Paris 2024,Mountain Bike,Elancourt Hill,2024-07-29,14:00:00,16:30:00,Men's Cross-country,MTB02
Paris 2024,Marathon Swimming,Pont Alexandre III,2024-08-08,07:30:00,10:30:00,Women's 10km,OWS01
Paris 2024,Marathon Swimming,Pont Alexandre III,2024-08-09,07:30:00,10:30:00,Men's 10km,OWS02
Paris 2024,Rowing,Vaires-sur-Marne Nautical Stadium,2024-07-27,09:00:00,13:10:00,Men's Single Sculls Heats / Women's Single Sculls Heats / Men's Double Sculls Heats / Women's Double Sculls Heats / Men's Quadruple Sculls Heats / Women's Quadruple Sculls Heats,ROW01
Paris 2024,Rowing,Vaires-sur-Marne Nautical Stadium,2024-07-28,09:00:00,13:10:00,Women's Single Sculls Repechages / Men's Single Sculls Repechages / Women's Double Sculls Repechage / Men's Double Sculls Repechage / Women's Pair Heats / Men's Pair Heats / Lightweight Women's Double Sculls Heats / Lightweight Men's Double Sculls Heats / Women's Four Heats / Men's Four Heats,ROW02
Paris 2024,Rowing,Vaires-sur-Marne Nautical Stadium,2024-07-29,09:30:00,12:20:00,Men's Single Sculls Semifinals E/F / Women's Single Sculls Semifinals E/F / Men's Pair Repechage / Women's Pair Repechage / Lightweight Men's Double Sculls Repechages / Lightweight Women's Double Sculls Repechages / Men's Quadruple Sculls Repechage / Women's Quadruple Sculls Repechage / Men's Eight Heats / Women's Eight Heats,ROW03
Paris 2024,Rowing,Vaires-sur-Marne Nautical Stadium,2024-07-30,09:30:00,11:50:00,Women's Single Sculls Quarterfinals / Men's Single Sculls Quarterfinals / Women's Double Sculls Semifinals / Men's Double Sculls Semifinals / Women's Four Repechage / Men's Four Repechage,ROW04
Paris 2024,Rowing,Vaires-sur-Marne Nautical Stadium,2024-07-31,09:30:00,13:10:00,Lightweight Men's Double Sculls Final C / Lightweight Women's Double Sculls Final C / Men's Single Sculls Semifinals C/D / Women's Single Sculls Semifinals C/D / Men's Pair Semifinals / Women's Pair Semifinals / Lightweight Men's Double Sculls Semifinals / Lightweight Women's Double Sculls Semifinals / Men's Quadruple Sculls Final B / Women's Quadruple Sculls Final B / Men's Quadruple Sculls Final A / Women's Quadruple Sculls Final A,ROW05
Paris 2024,Rowing,Vaires-sur-Marne Nautical Stadium,2024-08-01,09:30:00,12:40:00,Women's Single Sculls Semifinals A/B / Men's Single Sculls Semifinals A/B / Women's Eight Repechage / Men's Eight Repechage / Women's Double Sculls Final B / Men's Double Sculls Final B / Women's Four Final B / Men's Four Final B / Women's Double Sculls Final A / Men's Double Sculls Final A / Women's Four Final A / Men's Four Final A,ROW06
Paris 2024,Rowing,Vaires-sur-Marne Nautical Stadium,2024-08-02,09:30:00,12:50:00,Men's Single Sculls Final F / Women's Single Sculls Final F / Men's Single Sculls Final E / Women's Single Sculls Final E / Men's Single Sculls Final D / Women's Single Sculls Final D / Men's Pair Final B / Women's Pair Final B / Lightweight Men's Double Sculls Final B / Lightweight Women's Double Sculls Final B / Men's Pair Final A / Women's Pair Final A / Lightweight Men's Double Sculls Final A / Lightweight Women's Double Sculls Final A,ROW07
Paris 2024,Rowing,Vaires-sur-Marne Nautical Stadium,2024-08-03,09:30:00,11:40:00,Women's Single Sculls Final C / Men's Single Sculls Final C / Women's Single Sculls Final B / Men's Single Sculls Final B / Women's Single Sculls Final A / Men's Single Sculls Final A / Women's Eight Final A / Men's Eight Final A / RUGBY 7,ROW08
Paris 2024,Rugby Sevens,Stade de France,2024-07-24,15:30:00,22:00:00,Men's Pool Round (12 matches),RU701
Paris 2024,Rugby Sevens,Stade de France,2024-07-25,14:00:00,17:00:00,Men's Pool Round (6 matches),RU702
Paris 2024,Rugby Sevens,Stade de France,2024-07-25,20:00:00,23:00:00,Men's Placing 9-12 (2 matches) / Men's Quarter-finals (4 matches),RU703
Paris 2024,Rugby Sevens,Stade de France,2024-07-27,14:30:00,20:45:00,Men's Placing 5-8 (2 matches) / Men's Semi-finals / Men's Placing 11-12 / Men's Placing Match 9-10 / Men's Placing Match 7-8 / Men's Placing Match 5-6 / Men's Bronze Medal Match / Men's Gold Medal Match,RU704
Paris 2024,Rugby Sevens,Stade de France,2024-07-28,15:30:00,22:00:00,Women's Pool Round (12 matches),RU705
Paris 2024,Rugby Sevens,Stade de France,2024-07-29,14:00:00,17:00:00,Women's Pool Round (6 matches),RU706
Paris 2024,Rugby Sevens,Stade de France,2024-07-29,20:00:00,23:00:00,Women's Placing 9-12 (2 matches) / Women's Quarter-finals (4 matches),RU707
Paris 2024,Rugby Sevens,Stade de France,2024-07-30,14:30:00,20:45:00,Women's Placing 5-8 (2 matches) / Women's Semi-Finals / Women's Placing 11-12 / Women's Placing 9-10 / Women's Placing 7-8 / Women's Placing 5-6 / Women's Bronze Medal Match / Women's Gold Medal Match,RU708
Paris 2024,Sailing,Marina Marseille,2024-07-28,11:00:00,19:00:00,Men's Windsurfing - Opening Series / Women's Windsurfing - Opening Series / Men's Skiff - Opening Series / Women's Skiff - Opening Series,SAL01
Paris 2024,Sailing,Marina Marseille,2024-07-29,11:00:00,19:00:00,Men's Windsurfing - Opening Series / Women's Windsurfing - Opening Series / Men's Skiff - Opening Series / Women's Skiff - Opening Series,SAL02
Paris 2024,Sailing,Marina Marseille,2024-07-30,11:00:00,19:00:00,Men's Windsurfing - Opening Series / Women's Windsurfing - Opening Series / Men's Skiff - Opening Series / Women's Skiff - Opening Series,SAL03
Paris 2024,Sailing,Marina Marseille,2024-07-31,11:00:00,19:00:00,Men's Skiff - Opening Series / Women's Skiff - Opening Series,SAL04
Paris 2024,Sailing,Marina Marseille,2024-08-01,11:00:00,19:00:00,Men's Windsurfing - Opening Series Marathon / Women's Windsurfing - Opening Series Marathon / Men's Skiff - Medal Race / Women's Skiff - Medal Race / Men's Dinghy - Opening Series / Women's Dinghy - Opening Series,SAL05
Paris 2024,Sailing,Marina Marseille,2024-08-02,11:00:00,19:00:00,Men's Windsurfing - Medal Series / Women's Windsurfing - Medal Series / Men's Dinghy - Opening Series / Women's Dinghy - Opening Series / Mixed Dinghy - Opening Series,SAL06
Paris 2024,Sailing,Marina Marseille,2024-08-03,11:00:00,19:00:00,Men's Dinghy - Opening Series / Women's Dinghy - Opening Series / Mixed Dinghy - Opening Series / Mixed Multihull - Opening Series,SAL07
Paris 2024,Sailing,Marina Marseille,2024-08-04,11:00:00,19:00:00,Men's Dinghy - Opening Series / Women's Dinghy - Opening Series / Mixed Dinghy - Opening Series / Mixed Multihull - Opening Series / Men's Kite - Opening Series / Women's Kite - Opening Series,SAL08
Paris 2024,Sailing,Marina Marseille,2024-08-05,11:00:00,19:00:00,Men's Dinghy - Opening Series / Women's Dinghy - Opening Series / Mixed Dinghy - Opening Series / Mixed Multihull - Opening Series / Men's Kite - Opening Series / Women's Kite - Opening Series,SAL09
Paris 2024,Sailing,Marina Marseille,2024-08-06,11:00:00,19:00:00,Men's Dinghy - Medal Race / Women's Dinghy - Medal Race / Mixed Dinghy - Opening Series / Mixed Multihull - Opening Series / Men's Kite - Opening Series / Women's Kite - Opening Series,SAL10
Paris 2024,Sailing,Marina Marseille,2024-08-07,11:00:00,19:00:00,Mixed Dinghy - Medal Race / Mixed Multihull - Medal Race / Men's Kite - Opening Series / Women's Kite - Opening Series,SAL11
Paris 2024,Sailing,Marina Marseille,2024-08-08,11:00:00,19:00:00,Men's Kite - Medal Series / Women's Kite - Medal Series / Note that the session below are sport sessions and not necessarly ticketed sessions.,SAL12
Paris 2024,Shooting,Chateauroux Shooting Centre*,2024-07-27,09:00:00,13:45:00,10m Air Rifle Mixed Team Qualification / 10m Air Pistol Men's Qualification / 10m Air Pistol Women's Qualification,SHO01
Paris 2024,Shooting,Chateauroux Shooting Centre*,2024-07-27,10:30:00,11:50:00,10m Air Rifle Mixed Team Finals,SHO02
Paris 2024,Shooting,Chateauroux Shooting Centre*,2024-07-28,09:15:00,12:30:00,10m Air Rifle Women's Qualification / 10m Air Rifle Men's Qualification,SHO03
